store_name,StoreNumber,State,City,Address,HighwayOrExit,Zip,Latitude,Longitude,DEFLanes,ParkingSpaces,StoreType,Phone,Fax,Unleaded,Midgrade,Premium,Diesel,Blend,Propane,BulkDEF,Restaurants
Love's Travel Center,632,KS,Liberal,1000 E Pancake Blvd,Hwy 54 / Hwy 270/83 @ 5th St,67901,37.044785,-100.900791,5,55,Travel Stop,(620) 626-5409,(620) 626-5448,2.399,2.749,3.049,4.049,,3.999,4.589,Taco John's
Love's Travel Center,612,MO,Bridgeton,13945 Missouri Bottom Road,Hwy 370 / 9,63044,38.793405,-90.448305,7,94,Travel Stop,(314) 291-9416,(314) 298-2678,2.999,3.399,3.699,3.849,,3.999,4.489,"Subway,Wendy's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,659,AZ,Tolleson,8313 Roosevelt St,I-10 / 135,85353,33.457995,-112.23908,8,89,Travel Stop,(623) 936-1037,(623) 936-1062,3.299,3.699,3.999,3.989,,3.999,4.589,"Carl's Jr.,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,22,NM,Clayton,703 S 1st St,Hwy 87 / Locust St,88415,36.445421,-103.179939,3,10,Travel Stop,(575) 374-9548,(575) 374-9647,2.479,2.879,3.229,3.899,,0.009,4.589,"Godfather's Pizza,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,384,IL,Greenville,1900 S. State Rd. 127,I-70 / 45,62246,38.87324,-89.38713,8,123,Travel Stop,(618) 664-9287,(618) 664-9622,2.799,3.299,3.749,4.149,B12,3.999,4.489,"Chester's,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,958,KS,Wichita,1504 E 21st St N,I-135 / 9/21st St,67214,37.723653,-97.320776,9,122,Travel Stop,(316) 789-7800,(316) 789-7801,2.499,2.849,3.149,3.849,,2.999,4.489,"Arby's,Dunkin',Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches"
Love's Travel Center,177,KS,El Dorado,Mile 65 Kansas Turnpike,I-35 / Mile 65/Kansas Tpke,67042,37.7661,-96.98161,4,44,Travel Stop,(316) 536-2324,,2.759,3.209,3.509,3.949,,,4.489,"Dairy Queen,Subway,Sandwiches,Tacos"
Love's Travel Center,46,OK,Hooker,201 W Highway 54,Hwy 54 / Hwy 94,73945,36.859012,-101.20904,4,33,Travel Stop,(580) 652-2001,(580) 652-2355,2.399,2.849,3.149,3.949,,0.009,4.589,"Godfather's Pizza,Subway,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,461,MO,Saint Louis,6124 North Broadway,I-70 / 246A,63147,38.684953,-90.218238,8,95,Travel Stop,(314) 383-0506,(314) 383-0601,2.599,2.999,3.299,3.849,,,4.489,"McDonald's,Subway,Sandwiches,Tacos"
Love's Travel Center,305,VA,Toms Brook,1015 Mount Olive Rd,I-81 / 291,22660,38.96563,-78.439457,10,140,Travel Stop,(540) 436-8048,(540) 436-3465,2.799,3.299,3.699,4.089,,3.999,4.589,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,758,IL,Sauget,2005 Mousette Ln,I-255 / 15,62206,38.561695,-90.132209,9,80,Travel Stop,(618) 332-7706,(618) 332-7725,2.959,3.459,3.909,4.049,B12,,4.489,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,733,NM,Las Vegas,2401 N Grand Ave,I-25 / 347/N Grand Ave,87701,35.619888,-105.207946,5,57,Travel Stop,(505) 425-9453,(505) 425-9291,2.799,3.199,3.549,3.949,,9.999,4.589,"Chester's,Subway,Sandwiches,Tacos"
Love's Travel Center,328,AZ,Chandler ,7001 W. Sundust Rd.,I-10 / 162,85226,33.279875,-111.962298,7,95,Travel Stop,(520) 796-1185,(520) 796-1228,3.199,3.599,3.899,4.049,,,4.349,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,296,AZ,Gila Bend,820 W Pima St,I-8 / 115,85337,32.94432,-112.733253,4,41,Travel Stop,(928) 683-2210,(928) 683-2230,3.099,3.499,3.799,4.149,,9.009,4.589,"Taco Bell,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,880,IL,Olney,1503 S West St,IL Hwy 130 / US Hwy 50,62450,38.711902,-88.091835,5,39,Travel Stop,(618) 320-6039,(618) 320-6040,2.929,3.429,3.879,3.789,B12,3.999,4.489,"Arby's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,638,OK,Texhoma,1430 Hwy 54 E,Hwy 54 / ,73949,36.506305,-101.774669,5,39,Travel Stop,(580) 423-6126,(580) 423-6131,2.429,2.879,3.179,3.889,,3.999,4.589,"Godfather's Pizza,Subway"
Love's Travel Center,583,IL,New Baden,8690 Richter School Rd,I-64 / 27,62265,38.534515,-89.732292,7,97,Travel Stop,(618) 588-2257,(618) 588-2263,2.999,3.499,3.949,4.149,B12,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,210,NM,Albuquerque,2200 6th St NW,I-40 / 158,87102,35.107254,-106.648875,7,3,Travel Stop,(505) 842-6514,(505) 242-5320,2.999,3.399,3.749,3.849,,,4.589,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,614,NM,Albuquerque,12605 Central Ave NW,I-40 / 149,87121,35.063504,-106.786034,7,65,Travel Stop,(505) 831-5533,(505) 831-2757,2.779,3.179,3.529,3.849,,3.999,4.589,"Carl's Jr.,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,594,OH,Bidwell,2008 State Route 850,Hwy 35 / SR 850,45614,38.875395,-82.296051,8,80,Travel Stop,(740) 245-0089,(740) 245-5043,2.799,3.299,3.749,4.249,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,178,KS,Belle Plaine,"Mile 26, Kansas Turnpike",I-35 / Mile 26/Kansas Tpke,67013,37.366031,-97.322461,5,35,Travel Stop,(620) 326-5781,,2.699,3.149,3.449,3.889,,,4.489,"McDonald's,Sandwiches,Tacos"
Love's Travel Center,692,KS,Chanute,3301 N Blue Comet Dr,Hwy 169 / 190th Rd,66720,37.646185,-95.477116,3,38,Travel Stop,(620) 431-0703,(620) 431-0295,2.599,2.949,3.249,3.949,,9.999,4.489,"Arby's,Sandwiches,Tacos"
Love's Travel Center,383,KY,Sparta,499 Loves Drive,I-71 / 55,41083,38.69365,-84.938639,8,85,Travel Stop,(859) 567-1140,(859) 567-1713,2.489,2.989,3.489,4.049,,3.999,4.589,"McDonald's,Subway,Sandwiches,Tacos"
Love's Travel Center,378,WV,Ripley,3875 Charleston Rd.,I-77 / 132,25271,38.757195,-81.69044,7,80,Travel Stop,(304) 372-5250,(304) 372-4247,2.869,3.369,3.769,4.089,,3.999,4.489,"Chester's,McDonald's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,836,TX,Dalhart,12182 Hwy 87 N,US Hwy-87 N / .4 mi SE of Ponderosa Ln,79022,36.076713,-102.536748,5,77,Travel Stop,(806) 244-0050,(806) 244-0071,2.499,2.999,3.349,3.949,,3.999,4.589,"Godfather's Pizza,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,887,MO,Herculaneum,1199 McNutt St,I-55 / 178/McNutt St,63048,38.256049,-90.404493,10,80,Travel Stop,(636) 543-7202,(636) 543-7203,2.899,3.299,3.599,3.749,,,4.489,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,824,IL,Mt Vernon,3101 S 10th St,I-64 / 80/IL Hwy-37,62864,38.27793,-88.903162,7,99,Travel Stop,(618) 731-7038,(618) 731-7039,2.999,3.499,3.949,4.059,B12,3.999,4.489,"Bojangles,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,355,IN,Memphis ,13615 Blue Lick Rd.,I-65 / 16,47143,38.490873,-85.76988,11,220,Travel Stop,(812) 294-1379,(812) 294-1408,2.859,3.359,3.859,4.149,,3.999,4.489,"McDonald's,Subway,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,341,MO,Rolla ,3500 Hy Point Ind. Park Dr.,I-44 / 189,65401,37.981593,-91.71933,10,89,Travel Stop,(573) 426-5683,(573) 426-5402,2.799,3.199,3.499,3.889,,3.999,4.489,"McDonald's,Subway,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,726,NM,Belen,1903 Camino Del Llano,I-25 / 191,87002,34.652601,-106.793411,6,62,Travel Stop,(505) 864-6107,(505) 864-8893,2.909,3.309,3.659,3.849,,,4.589,"Arby's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,318,IL,Ina,202 North Ave.,I-57 / 83,62846,38.155469,-88.910841,7,121,Travel Stop,(618) 437-5275,(618) 437-5278,2.799,3.299,3.749,4.059,B12,3.999,4.489,"McDonald's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,265,AZ,Eloy,5000 N Sunland Gin Rd,I-10 / 200,85131,32.80643,-111.672093,8,105,Travel Stop,(520) 423-2015,(520) 423-2019,2.599,2.999,3.299,4.089,,,4.589,"Arby's,Godfather's Pizza,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,488,MO,Bloomsdale,8349 Enterprise Dr. ,I-55 / 157,63627,38.00577,-90.22576,7,70,Travel Stop,(573) 483-9235,(573) 483-9311,2.899,3.299,3.599,4.049,,3.999,4.489,"Chester's,McDonald's,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,618,KY,Sadieville,313 Porter Road,I-75 / 136,40370,38.379493,-84.572583,7,80,Travel Stop,(502) 857-4878,(502) 857-1270,2.689,3.189,3.689,3.889,,3.999,4.589,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,972,AZ,Eloy,2950 N Toltec Rd,I-10 / 203/Toltec Rd,85131,32.773571,-111.620632,8,129,Travel Stop,(520) 607-5325,(520) 607-5326,2.549,2.949,3.249,4.139,,,4.589,"Dunkin',Wendy's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,626,TX,Dumas,720 N Dumas Ave,HWY 287 / N 8th Street,79029,35.879547,-101.973996,4,45,Travel Stop,(806) 935-0189,(806) 934-0083,2.429,2.929,3.279,3.949,,,4.589,"Godfather's Pizza,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,414,IN,Haubstadt,901 East 1250 South,I-64 / 25B,47639,38.17337,-87.55159,8,84,Travel Stop,(812) 768-5838,(812) 768-5427,2.899,3.399,3.899,4.189,,3.999,4.489,"Wendy's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,839,IN,Leavenworth,6582 S State Road 66,I-64 / 92/IN Hwy-66,47137,38.244564,-86.357526,7,85,Travel Stop,(812) 739-2020,(812) 739-2027,2.959,3.459,3.959,4.289,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,418,KY,Grayson,750 N. Carol Malone Blvd.,I-64 / 172,41143,38.341101,-82.941906,6,50,Travel Stop,(606) 474-6009,(606) 474-0436,2.599,3.099,3.599,3.989,,3.999,4.589,"Wendy's,Sandwiches"
Love's Travel Center,966,MO,Jasper ,651 E Mercer,I-49 / 66,64755,37.340655,-94.294459,8,61,Travel Stop,(417) 680-3011,(417) 680-3012,2.399,2.799,3.099,3.789,,3.999,4.489,"Dunkin',Subway,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,303,KY,Waddy,1940 Waddy Road,I-64 / 43,40076,38.152234,-85.07025,7,67,Travel Stop,(502) 829-0157,(502) 829-0159,2.799,3.299,3.799,3.989,,,4.589,"McDonald's,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,285,NM,Santa Rosa,1028 State Highway 156,I-40 / 277,88435,34.946713,-104.637716,6,110,Travel Stop,(575) 472-1160,(575) 472-1162,2.399,2.799,3.149,4.049,,,4.589,"Carl's Jr.,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,262,NM,Tucumcari,1900 Mountain Rd.,I-40 / 333,88401,35.158604,-103.701308,8,160,Travel Stop,(575) 461-1900,(575) 461-1910,2.499,2.899,3.249,4.049,,3.999,4.589,"Arby's,Chester's,Godfather's Pizza,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,213,OK,Tonkawa,16501 W Fountain Rd,I-35 / 211,74653,36.651021,-97.342011,6,92,Travel Stop,(580) 628-5335,(580) 628-3449,2.279,2.729,3.029,3.889,B20,3.999,4.589,"Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,238,KY,Shepherdsville,1090 Cedar Grove Rd.,I-65 / 116,40165,37.979467,-85.694363,8,88,Travel Stop,(502) 543-7000,(502) 543-7080,2.539,3.039,3.539,3.989,B20,,4.589,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,458,MO,Strafford,400 N. State Highway 125,I-44 / 88,65757,37.27699,-93.11256,8,90,Travel Stop,(417) 736-9043,(417) 736-9045,2.399,2.799,3.099,3.789,B15,3.999,4.489,"Hardee's,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,803,IL,Marion,1900 The Hill Ave,I-57 / 54 SB/54B NB/The Hill Ave,62959,37.745682,-88.949251,10,119,Travel Stop,(618) 944-6409,(618) 944-6410,2.929,3.429,3.879,4.189,B12,3.999,4.489,"Bojangles,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,706,VA,Staunton,3499 Lee Jackson Highway,I-64 / 213,24401,38.022101,-79.142299,8,85,Travel Stop,(540) 337-1070,(540) 337-1063,2.759,3.259,3.659,4.089,,3.999,4.589,"McDonald's,Naf Naf Grill,Sandwiches,Tacos"
Love's Travel Center,435,VA,Ruther Glen,23845 Rogers Clark Blvd.,I-95 / 104,22546,37.937868,-77.465815,9,52,Travel Stop,(804) 448-0102,(804) 448-1222,2.799,3.299,3.699,4.049,,,4.589,"Dairy Queen,Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,968,MO,Fredericktown,1500 Highway 72 W,Hwy-67 / MO Hwy-72,63645,37.567205,-90.323053,5,63,Travel Stop,(573) 561-8131,(573) 561-8132,2.389,2.789,3.089,3.529,,3.499,4.489,"Dunkin',Godfather's Pizza,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,282,MO,Joplin,4013 Highway 43,I-44 / 4,64804,37.013202,-94.54399,6,25,Travel Stop,(417) 206-0684,(417) 206-0687,2.449,2.849,3.149,3.789,B15,3.999,4.489,"Hardee's,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,886,MO,Sarcoxie,2580 High St,I-44 / 29,64862,37.076446,-94.104167,9,98,Travel Stop,(417) 680-3036,(417) 680-3037,2.489,2.889,3.189,3.849,B15,3.999,4.489,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,630,OK,Enid,4104 E Randolph Ave,Hwy 412 / N 42nd St,73701,36.398834,-97.820024,6,62,Travel Stop,(580) 237-1901,(580) 237-1908,2.399,2.799,3.149,4.089,,3.999,4.589,"Carl's Jr.,Chicken Drumsticks,Salads/Parfaits,Tacos"
Love's Travel Center,636,OK,Nowata,106 Airport Drive,Hwy 169 / Airport Rd,74048,36.7196,-95.6286,4,38,Travel Stop,(918) 273-5640,(918) 273-5646,2.459,2.909,3.209,3.849,,,4.589,"Subway,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,291,KY,Richmond,3799 Colonel Rd.,I-75 / 95,40475,37.84322,-84.324537,8,63,Travel Stop,(859) 624-0882,(859) 624-0953,2.799,3.299,3.799,3.889,,3.999,4.589,"Arby's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,585,MO,Neosho,12009 E Highway 86,I-49 / 27,64850,36.879908,-94.427612,7,87,Travel Stop,(417) 451-2669,(417) 451-2682,2.499,2.899,3.199,3.849,B15,3.999,4.489,"McDonald's,Subway,Sandwiches,Tacos"
Love's Travel Center,707,VA,Covington,9104 Winterberry Ave,"I-64 / 21, NEC",24426,37.79431,-79.884011,7,56,Travel Stop,(540) 862-9044,(540) 862-9555,2.779,3.279,3.679,4.089,,3.999,4.589,"McDonald's,Subway,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,865,OK,Perry,2805 W Fir St,I-35 / 186,73077,36.290484,-97.325421,6,60,Travel Stop,(580) 572-6204,(580) 572-6205,2.199,2.649,2.949,4.089,,3.999,4.589,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,716,KY,Elizabethtown,601 S Ring Rd,Western KY Pkwy / 133,42701,37.6547,-85.8869,8,63,Travel Stop,(270) 982-2600,(270) 982-2604,2.729,3.229,3.729,3.949,B20,3.999,4.589,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,250,TX,Amarillo,14701 I-40 W.,I-40 / 60,79124,35.187837,-102.011289,7,100,Travel Stop,(806) 358-2551,(806) 353-1764,2.599,3.099,3.449,3.799,,3.999,4.589,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,727,OK,Big Cabin,437071 E 310 Road,I-44 / 283/Highway 69,74332,36.568104,-95.218264,8,82,Travel Stop,(918) 783-5300,(918) 783-5376,2.499,2.949,3.249,3.849,,3.999,4.489,"Carl's Jr.,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,200,TX,Amarillo,6930 I-40 E.,I-40 / 74/Whitaker Rd,79120,35.191927,-101.760945,7,111,Travel Stop,(806) 373-7775,(806) 373-5848,2.499,2.999,3.349,3.749,,3.999,4.589,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,725,KY,Hanson,325 Veterans Dr,I-69 / 120/Hwy 260,42413,37.416476,-87.47456,7,63,Travel Stop,(270) 322-9001,(270) 322-8317,2.499,2.999,3.499,3.949,B12,3.999,4.589,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,783,MO,Willow Springs,1310 East Main Street,Hwy-60/63 / Industrial Drive,65793,36.975173,-91.940557,6,55,Travel Stop,(417) 469-1170,(417) 469-1180,2.699,3.099,3.399,3.789,,,4.489,"McDonald's,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,229,TX,Claude,9701 I-40 ,I-40 / 96,79068,35.218765,-101.381536,4,22,Travel Stop,(806) 537-3393,(806) 537-5720,2.599,3.099,3.449,3.799,,,4.589,Subway
Love's Travel Center,705,VA,Providence Forge,6870 Jimmy Burrell Ln,I-64 / 211/Hwy 106,23140,37.501466,-77.090663,8,86,Travel Stop,(804) 966-8150,(804) 966-8154,2.799,3.299,3.699,4.089,,3.999,4.589,"Arby's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,794,OK,Watonga,1520 E Russworm Drive,Hwy 3/33 / East of N2580 Rd,73772,35.840683,-98.394747,4,50,Travel Stop,(580) 623-2206,(580) 623-2209,2.379,2.829,3.129,3.889,,,4.589,Subway
Love's Travel Center,642,TX,Hereford,901 West 1st St,Hwy 60 / Hwy 385,79045,34.810037,-102.407661,4,38,Travel Stop,(806) 364-4491,(806) 364-4504,2.379,2.879,3.229,3.889,,,4.589,"Carl's Jr.,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,604,OK,Guthrie,2700 E OK Hwy-33,I-35 / 157,73044,35.879761,-97.391931,7,105,Travel Stop,(405) 260-1493,(405) 260-1536,2.179,2.629,2.929,4.049,,3.999,4.589,"Carl's Jr.,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,201,OK,Elk City,2703 East Highway 66,I-40 / 41,73644,35.423039,-99.372528,4,0,Travel Stop,(580) 225-9162,(580) 225-9160,2.499,2.949,3.249,3.789,,,4.589,Subway
Love's Travel Center,248,OK,Clinton,10331 N. 2310 Rd.,I-40 / 71,73601,35.51826,-98.870888,4,10,Travel Stop,(580) 323-1022,(580) 323-0035,2.499,2.949,3.249,3.849,,3.999,4.589,"Subway,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,831,AZ,Willcox,1600 N Fort Grant Rd,I-10 / 340/Fort Grant Rd,85643,32.266928,-109.847324,7,60,Travel Stop,(520) 779-6001,(520) 779-6002,2.959,3.359,3.659,4.189,,3.999,4.589,"Arby's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,295,OK,Chouteau,4564 W. 590,Hwy 412 / Hwy 69,74337,36.163483,-95.342987,5,46,Travel Stop,(918) 476-4691,(918) 476-4693,2.499,2.949,3.249,3.849,,3.999,4.589,Subway
Love's Travel Center,360,KY,Horse Cave,4000 L&N Turnpike,I-65 / 58,42749,37.201373,-85.935198,8,161,Travel Stop,(270) 786-4000,(270) 786-4500,2.789,3.289,3.789,3.789,,3.999,4.589,"McDonald's,Subway,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,981,MO,Charleston,2461 E Marshall St,I-57 / 12/Hwy-62,63834,36.919763,-89.313925,7,76,Travel Stop,(573) 233-7038,(573) 233-7039,2.499,2.899,3.199,3.849,,,4.489,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Tacos"
Love's Travel Center,253,OK,Erick,901 N. Sheb Wooley Ave.,I-40 / 7,73645,35.223877,-99.869643,4,52,Travel Stop,(580) 526-3345,(580) 526-3896,2.399,2.849,3.149,3.849,,3.999,4.589,"Subway,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,348,KY,Calvert City,2966 US Highway 62,I-24 / 27,42029,37.003735,-88.31864,8,80,Travel Stop,(270) 395-0546,(270) 395-0597,2.399,2.899,3.399,3.989,B20,3.999,4.589,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,329,NM,Clovis,4700 Mabry Dr.,Hwy 60 / CR G,88101,34.394791,-103.144305,6,50,Travel Stop,(575) 762-2966,(575) 762-9297,2.549,2.949,3.299,4.049,,,4.589,Subway
Love's Travel Center,717,VA,Disputanta,7200 County Dr,Hwy 460 / SR 156/Prince George Dr,23842,37.156571,-77.273581,7,73,Travel Stop,(804) 722-0251,(804) 722-1474,2.759,3.259,3.659,4.089,,3.999,4.589,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,385,OK,Hinton ,4400 N. Broadway ,I-40 / 101,73047,35.526555,-98.351492,6,90,Travel Stop,(405) 542-3836,(405) 542-3847,2.589,3.039,3.339,3.889,,3.999,4.589,"Godfather's Pizza,Sonic,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,643,MO,Sikeston,1401 South Main St,Hwy 60 / Hwy 61/62,63801,36.854011,-89.583918,6,67,Travel Stop,(573) 472-6428,(573) 472-8064,2.699,3.099,3.399,3.849,,3.999,4.489,"Chester's,Dunkin',Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,574,VA,Elliston,5275 N Fork Rd,I-81 / 128,24087,37.232889,-80.234747,9,93,Travel Stop,(540) 404-6700,(540) 404-6701,2.789,3.289,3.689,4.089,,3.499,4.589,"Arby's,Dunkin',Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,460,AZ,Benson,643 S. Highway 90,I-10 / 302,85602,31.962406,-110.344844,6,85,Travel Stop,(520) 586-8702,(520) 586-8707,2.899,3.299,3.599,3.949,,3.999,4.689,"Godfather's Pizza,Subway,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,658,OK,Watts,3033 Highway 412,Hwy 412 / Sassafras St,74964,36.175419,-94.573583,4,40,Travel Stop,(918) 422-4300,(918) 422-4036,2.169,2.619,2.919,3.949,,3.999,4.589,"Godfather's Pizza,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,715,VA,Bastian,6168 N Scenic Hwy,I-77 / 58/N Scenic Hwy,24314,37.177665,-81.140518,8,51,Travel Stop,(276) 688-1478,(276) 688-1492,2.799,3.299,3.699,4.139,,3.999,4.589,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,170,OK,Chandler,169E Turner Turnpike,I-44 / Mile 169 (Eastbound Only),74834,35.72777,-96.83464,6,140,Travel Stop,(405) 258-4110,,2.239,2.689,2.989,3.799,,,4.589,"Godfather's Pizza,McDonald's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,169,OK,Stroud,"Mile 178, Turner Turnpike",I-44 / Mile 178 (Westbound Only),74079,35.752191,-96.688123,7,159,Travel Stop,(918) 968-2208,(918) 968-3400,2.239,2.689,2.989,3.789,,,4.589,"Godfather's Pizza,McDonald's,Sandwiches,Tacos"
Love's Travel Center,313,MO,Matthews   ,100 Love’s Industrial Dr.,I-55 / 58,63867,36.758179,-89.541289,9,147,Travel Stop,(573) 471-4944,(573) 471-3155,2.289,2.689,2.989,3.789,,3.999,4.489,"Naf Naf Grill,Subway,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
